Age,Sex
75,4
74,1
227,10
49,1
257,11
371,11
150,9
18,2
77,5
123,3
86,5
41,2
68,1
219,9
106,6
164,7
81,3
12,2
18,2
205,8
30,1
16,1
42,3
3,2
45,3
94,6
32,1
-1,2
196,7
17,1
30,4
13,1
141,8
196,9
27,2
70,3
231,8
75,1
133,4
40,2
96,5
149,3
105,5
24,2
38,2
218,8
20,2
185,8
42,2
53,1
61,2
49,1
59,6
84,2
20,2
90,3
59,1
46,1
21,2
47,1
112,5
22,1
89,5
106,4
16,1
50,3
22,1
-1,2
106,8
134,5
82,4
47,2
9,1
189,15
82,3
40,1
36,3
93,3
48,2
71,2
23,2
31,1
79,3
92,4
103,3
53,3
28,3
85,3
170,9
17,2
66,2
41,2
45,4
115,7
128,4
20,1
64,2
53,1
56,2
148,2
102,3
25,1
50,1
58,2
40,2
20,1
76,3
3,2
17,1
49,3
84,4
98,5
30,2
69,8
22,1
41,1
52,6
26,1
15,1
171,6
14,2
17,2
45,2
111,3
72,2
18,1
44,1
21,1
99,5
79,2
58,3
46,1
70,7
23,1
39,2
22,1
30,1
89,3
17,2
63,2
24,2
26,2
40,1
20,1
18,1
59,1
48,2
23,2
57,3
62,1
30,1
89,2
38,1
44,1
47,2
51,1
150,5
45,1
139,8
137,4
71,3
19,2
102,3
56,1
161,4
90,2
174,5
16,1
135,4
37,1
126,5
55,2
150,6
32,1
99,6
29,1
74,5
41,2
351,12
69,2
101,3
72,2
169,8
403,18
57,2
222,13
43,2
197,9
48,2
386,23
35,2
157,7
119,4
381,19
15,1
23,2
167,4
39,3
9,1
30,2
480,17
121,6
44,1
453,26
34,2
45,4
35,1
557,28
49,1
10,2
70,5
77,9
70,2
462,20
32,2
40,1
188,9
15,2
207,9
174,9
37,1
50,2
36,1
164,6
42,1
75,1
130,3
104,4
112,6
95,6
63,3
86,6
58,1
38,2
174,5
91,2
29,1
148,3
194,7
102,5
71,1
147,4
81,3
28,1
26,2
127,5
76,3
242,7
37,1
99,4
203,7
52,4
137,4
128,7
186,6
35,1
83,2
25,3
3,1
134,8
168,4
19,1
50,2
54,3
217,7
129,3
58,2
185,5
53,1
90,6
55,1
50,1
121,3
284,7
172,6
206,8
316,7
148,7
64,3
225,11
34,1
75,1
158,7
41,2
67,4
55,1
13,1
21,1
-1,2
103,3
47,2
273,11
73,2
100,6
21,1
17,1
89,6
151,3
51,1
279,13
282,10
-1,1
62,2
280,9
51,1
56,1
47,3
119,3
68,1
94,3
65,2
80,2
155,6
46,2
160,3
238,13
15,2
11,1
57,5
75,4
7,1
4,1
21,2
33,2
6,2
44,2
72,4
53,3
65,2
94,3
15,3
25,1
107,3
54,2
37,1
124,4
129,8
61,1
81,1
66,2
143,6
43,4
60,1
173,4
56,1
6,1
48,1
25,2
85,3
118,4
38,2
79,3
72,2
52,1
48,2
78,1
13,1
88,3
18,1
23,1
97,3
64,3
110,3
26,1
91,3
20,2
136,5
52,1
13,2
138,5
89,4
59,4
144,6
16,2
20,2
27,1
37,2
38,1
132,4
72,3
27,1
-1,2
50,1
29,1
30,2
36,1
39,2
133,4
58,2
40,4
89,2
33,1
37,2
19,2
126,8
15,1
66,2
192,7
170,9
30,2
15,2
18,1
150,6
29,1
24,1
116,3
39,2
27,1
57,1
8,1
184,6
23,1
33,1
54,4
296,11
41,1
44,4
33,2
62,1
69,3
72,2
17,1
49,3
42,1
81,3
131,6
86,3
27,1
33,1
27,1
127,4
21,2
69,1
26,1
56,2
20,1
19,1
33,2
21,1
54,1
18,1
41,2
19,1
45,2
93,2
25,1
47,4
53,1
31,1
60,2
194,4
46,2
62,1
98,3
50,1
22,1
55,1
64,1
96,3
77,3
51,4
87,3
26,1
25,2
123,6
114,5
31,2
17,2
40,1
76,3
42,2
57,1
42,1
44,1
218,8
63,4
26,2
267,9
12,2
12,2
98,5
206,8
48,1
46,3
12,1
115,4
-1,1
93,6
74,2
58,2
66,2
6,1
37,2
400,17
158,10
85,3
61,1
71,3
30,2
157,4
53,1
158,3
33,2
143,4
101,3
60,1
135,3
65,4
39,1
52,1
91,2
22,2
25,1
139,5
58,3
157,4
40,1
23,1
25,1
83,2
80,1
28,1
122,3
209,6
33,1
71,2
59,1
81,6
50,1
56,2
46,1
29,1
93,4
20,2
77,4
19,4
19,1
101,3
17,1
82,3
34,2
93,5
34,2
80,2
239,9
121,5
57,4
41,1
18,1
196,6
36,1
41,1
47,2
15,1
46,3
19,1
87,2
58,1
65,4
192,9
12,1
122,7
37,1
66,2
50,1
69,4
17,1
65,1
16,1
90,4
33,1
84,2
89,3
12,1
93,5
35,3
123,6
285,12
16,1
109,4
58,1
16,1
47,2
22,5
11,1
91,3
7,1
323,8
6,1
38,2
35,5
72,3
28,1
20,1
11,2
167,8
26,2
107,3
97,2
37,1
51,1
129,5
95,3
22,1
109,4
53,3
45,2
127,5
117,6
138,6
18,2
157,10
19,1
63,3
136,6
45,2
36,1
35,1
31,1
79,1
24,1
235,8
25,2
29,1
49,1
109,5
34,1
159,4
65,2
109,5
98,6
83,3
44,2
-1,2
6,1
23,2
120,5
16,1
17,1
83,3
23,1
35,1
24,1
96,4
46,2
45,2
48,4
104,5
32,1
101,4
29,1
54,2
60,2
71,1
18,2
-1,-1
29,1
70,8
42,2
45,1
44,2
32,1
18,1
56,3
20,1
175,6
26,2
44,2
20,2
20,2
25,2
17,2
27,1
40,2
45,1
35,2
27,2
38,1
18,1
26,1
44,3
37,1
19,2
18,3
20,1
33,1
83,3
81,3
60,3
27,1
16,1
70,2
54,1
34,1
133,4
91,2
28,1
45,2
55,2
178,6
-1,1
50,2
69,3
169,6
63,1
39,1
75,7
44,4
79,4
30,2
60,3
23,1
118,4
22,2
88,2
154,5
48,1
163,7
202,11
246,13
64,2
246,11
26,2
41,2
21,2
106,5
22,2
130,6
10,2
74,3
52,3
44,1
497,16
29,2
121,6
18,2
29,2
-1,2
60,1
153,8
24,4
160,5
261,11
40,2
84,3
145,3
25,2
25,2
59,3
34,2
58,1
17,1
73,1
123,5
22,1
182,7
23,1
172,6
35,1
20,2
22,2
86,3
56,3
40,2
125,3
38,1
78,2
118,3
79,3
64,2
87,4
32,1
75,2
103,5
39,3
72,3
87,1
44,2
62,1
195,5
70,2
134,3
71,2
124,4
72,1
36,1
51,2
101,3
87,2
62,1
22,1
101,4
98,3
47,2
19,1
88,2
133,4
21,1
48,2
44,1
156,3
72,1
45,1
59,2
60,2
129,3
66,2
92,4
46,1
51,3
81,1
99,2
67,2
379,13
50,2
26,2
78,1
50,2
-1,2
25,1
173,5
88,3
145,6
-1,1
36,1
40,2
174,7
35,1
20,2
360,9
1,2
16,1
21,2
70,2
317,13
103,2
49,2
18,1
169,7
5,1
206,7
18,1
12,2
30,1
33,1
62,3
433,10
176,6
221,9
45,1
209,7
14,1
3,2
7,2
48,3
76,1
49,2
79,2
178,10
13,2
99,2
34,4
62,4
69,2
202,9
131,2
74,2
29,1
14,1
365,14
221,10
132,4
42,4
103,9
8,1
102,6
100,3
35,1
145,6
27,2
26,1
226,10
25,1
33,1
70,3
102,4
61,1
38,2
37,2
167,4
2,1
74,3
54,1
38,1
46,3
82,5
42,2
67,9
330,11
102,8
120,3
38,1
58,2
107,2
50,2
70,1
44,2
28,1
38,2
16,1
16,1
221,14
14,1
164,4
29,2
40,1
36,1
30,1
436,13
84,3
110,2
57,4
119,4
57,1
129,6
71,2
87,5
36,1
22,1
37,1
34,1
46,4
29,1
17,1
150,8
56,2
42,2
1,2
30,1
17,1
52,3
12,1
46,2
27,1
23,1
105,8
84,3
32,1
21,2
24,1
214,11
35,2
40,1
86,2
51,3
53,3
22,1
18,2
38,2
26,2
77,4
190,7
70,1
62,4
73,5
30,2
19,2
38,4
73,7
22,2
63,4
37,4
225,10
39,1
23,1
30,1
27,1
20,2
45,2
25,1
70,2
22,2
45,1
30,1
58,1
40,1
100,3
76,1
23,1
51,1
29,2
113,4
56,1
56,1
31,1
26,1
27,1
67,2
15,1
54,2
41,4
53,4
28,1
30,1
52,1
139,5
39,1
19,2
55,2
40,1
39,2
92,5
25,1
22,2
93,3
27,1
111,6
12,1
250,10
108,4
30,1
286,17
59,6
121,5
36,1
258,14
59,2
63,4
50,1
12,1
97,10
138,7
63,2
219,11
12,1
162,6
47,2
107,4
19,2
118,6
41,1
41,1
281,16
59,2
13,2
76,4
55,1
145,5
132,5
211,7
29,1
55,1
40,2
4,2
96,3
45,1
41,1
18,1
291,7
140,3
140,4
20,2
49,1
149,3
23,2
154,4
53,2
108,3
52,2
155,10
60,2
37,2
62,3
86,3
62,1
44,2
74,2
111,4
186,8
50,2
80,2
61,2
164,4
31,2
40,1
58,3
227,7
-2,3
4,2
88,2
141,4
39,1
30,2
13,2
187,7
48,2
102,4
26,1
115,6
303,11
104,3
100,4
43,2
123,6
54,1
22,2
108,4
40,1
31,2
11,1
183,10
211,4
56,3
23,2
72,4
23,1
27,1
106,3
50,2
209,8
58,3
25,1
113,6
83,2
166,9
19,2
52,1
74,2
277,8
141,4
24,1
93,3
103,5
136,2
13,2
130,6
109,4
25,1
220,4
31,2
173,6
73,2
117,5
29,3
63,3
46,1
9,1
74,2
62,4
22,1
60,3
39,5
50,1
-1,1
126,6
313,16
210,7
5,2
143,6
121,3
52,2
39,1
101,3
54,2
69,1
144,5
128,3
126,5
71,2
42,2
94,4
83,3
213,7
162,9
47,2
90,4
137,10
166,8
217,11
67,3
52,2
13,1
115,6
79,1
56,1
16,1
32,2
17,1
36,2
11,1
34,2
80,2
49,1
25,2
146,4
84,5
94,5
130,2
34,1
58,4
241,13
22,1
53,2
55,3
303,10
123,6
31,2
150,5
12,1
29,2
24,1
77,2
19,2
119,4
62,1
27,1
20,1
71,1
55,6
78,7
99,2
25,2
41,3
14,1
72,5
18,2
39,1
36,1
151,6
101,9
48,2
-1,1
27,1
52,4
49,2
38,3
52,3
46,1
21,1
28,2
56,4
13,1
60,4
56,1
151,5
56,1
40,5
51,2
54,2
42,1
23,1
18,1
71,6
-1,1
59,2
34,1
137,9
17,1
46,3
108,4
25,1
36,2
117,5
158,5
33,1
32,2
20,1
41,2
52,1
60,3
27,1
20,1
61,3
67,5
35,3
21,1
25,2
93,7
26,1
18,1
45,1
-1,-1
-1,1
26,1
25,1
-1,1
87,2
23,2
20,1
80,2
32,2
21,1
114,3
23,1
45,1
64,2
50,1
64,2
31,1
66,2
88,3
26,2
28,2
99,5
33,1
23,1
66,3
22,2
77,2
24,2
30,2
49,2
22,1
53,2
25,1
53,2
110,6
17,1
36,1
62,1
530,19
60,4
243,6
61,1
63,2
20,2
19,1
53,2
19,2
72,3
65,2
76,4
39,1
126,4
66,3
20,2
161,7
17,1
2,2
339,13
141,4
54,2
60,3
40,1
86,4
6,2
78,2
64,4
58,3
146,7
43,3
38,2
51,2
45,3
70,3
31,2
34,2
281,8
48,1
64,1
160,4
49,1
28,1
86,2
121,8
26,1
118,5
19,1
98,2
275,13
227,6
46,3
41,2
114,10
55,4
72,2
83,4
98,4
87,3
37,2
114,6
55,4
31,1
33,2
42,1
155,7
16,1
298,10
49,2
236,10
46,5
61,3
210,10
43,1
34,2
33,1
26,1
128,6
177,6
63,1
12,1
84,3
44,1
80,2
32,3
54,1
87,4
122,7
70,3
41,1
18,1
148,4
40,1
209,8
79,4
10,2
45,2
146,8
57,1
45,1
152,4
161,5
108,3
17,1
11,1
142,8
190,6
37,2
269,9
71,2
312,10
47,2
7,1
16,1
47,1
157,6
38,1
75,2
22,1
64,4
92,6
18,1
30,1
30,1
100,3
158,6
82,3
49,1
12,2
84,2
151,5
59,2
47,3
33,2
51,2
45,2
32,6
16,1
21,1
18,1
82,2
93,3
17,1
183,7
47,1
36,1
657,30
25,1
40,1
126,7
53,4
-1,1
18,1
108,5
17,1
70,3
37,1
28,1
132,8
25,1
16,2
72,4
-1,2
34,1
27,2
80,3
84,6
135,11
37,2
32,1
92,4
17,1
18,1
23,1
18,2
83,2
40,1
80,2
131,3
49,3
43,3
126,5
63,1
163,7
22,1
42,2
38,3
141,7
21,2
131,8
35,4
116,5
32,1
106,7
54,4
23,1
101,5
18,1
31,4
51,2
78,3
99,3
56,5
6,2
52,1
86,3
19,1
22,1
57,2
22,2
76,2
86,4
65,2
45,2
-1,1
57,3
103,8
38,1
17,1
39,3
23,1
93,5
33,1
36,1
51,2
60,6
18,1
22,1
45,2
28,1
141,3
26,1
46,1
31,1
175,14
58,1
21,2
70,3
56,1
276,12
48,1
49,2
24,1
27,6
26,1
46,3
231,4
141,6
40,4
124,2
40,1
85,3
152,7
55,1
114,3
95,2
107,6
103,3
19,2
24,2
86,1
85,3
27,1
128,3
275,7
61,1
33,4
29,2
44,2
40,4
57,1
57,3
75,2
36,1
32,2
43,4
15,2
26,1
84,3
62,2
49,1
116,8
62,2
28,2
192,6
37,2
41,2
44,1
56,3
152,5
93,3
285,8
50,5
42,1
45,1
63,2
38,2
42,1
124,4
117,5
99,5
71,5
45,3
103,2
1,1
261,19
78,1
40,1
47,4
247,10
77,2
19,4
39,1
43,1
39,2
85,3
120,6
78,1
39,3
120,2
227,12
277,8
37,1
50,2
30,2
85,1
91,3
235,9
74,6
153,13
84,6
180,6
255,11
25,1
174,5
33,2
39,2
140,4
279,15
27,2
80,1
47,7
38,2
112,5
66,1
179,7
226,4
138,4
36,3
80,2
11,2
41,2
113,6
13,1
86,4
223,7
83,1
206,5
16,1
148,5
49,1
94,2
58,5
57,1
50,2
61,5
7,2
158,7
60,2
61,3
49,3
49,1
34,3
168,6
21,3
16,1
153,4
66,2
100,4
42,2
189,7
30,2
18,1
79,3
16,2
36,1
85,4
59,4
64,1
61,3
74,5
36,1
83,7
42,3
35,1
173,5
106,5
21,1
19,2
30,1
71,1
11,1
45,1
78,3
40,2
64,2
51,1
48,2
34,1
81,2
30,1
88,2
22,2
149,4
18,1
15,1
71,3
88,5
225,13
38,1
16,1
39,1
58,3
55,2
19,1
174,5
28,1
88,6
118,2
17,1
119,7
48,3
67,2
23,1
23,1
17,2
45,1
46,1
28,1
28,1
29,2
41,1
63,3
17,1
18,2
52,2
20,1
87,2
64,2
36,3
61,1
72,1
101,2
34,1
80,4
33,1
73,4
20,1
36,2
54,1
46,2
116,3
36,1
55,1
29,2
50,1
136,4
40,1
34,5
180,8
44,1
22,1
39,1
175,4
105,5
40,3
40,2
199,9
48,3
124,7
70,2
66,1
102,4
37,1
85,5
42,1
157,4
98,5
107,3
83,5
120,5
22,1
244,12
22,1
33,2
322,13
49,3
54,4
305,17
33,4
9,1
117,5
19,2
43,2
200,10
17,2
43,2
195,12
16,1
41,2
207,7
264,17
44,1
54,1
21,2
416,20
7,1
75,4
55,2
175,9
166,6
124,8
73,3
79,3
31,2
253,8
53,2
41,1
86,3
116,3
100,4
135,4
61,2
141,4
54,1
86,2
53,2
45,1
50,2
99,4
109,3
67,2
376,12
27,2
90,4
86,4
106,2
139,5
115,4
31,1
186,8
53,6
24,1
22,1
39,1
40,2
108,4
226,8
60,2
53,1
28,1
25,2
110,4
36,1
56,2
151,3
29,2
30,1
69,2
-1,1
42,1
39,1
228,9
265,6
37,1
70,1
66,3
190,5
18,1
42,1
228,12
100,2
65,2
50,2
72,3
103,2
144,5
21,1
10,1
47,4
3,2
385,13
22,2
45,1
-1,1
42,2
31,1
54,1
16,2
138,6
55,4
69,1
43,1
47,3
44,1
164,7
160,8
104,3
77,4
156,3
46,2
50,3
46,2
13,1
19,1
8,1
66,4
23,2
17,2
85,3
24,1
37,1
55,2
42,4
56,3
24,2
74,6
28,1
12,2
18,2
109,6
42,1
89,4
34,2
105,4
23,1
74,2
110,4
12,2
215,8
8,1
122,6
101,5
16,1
12,1
95,2
69,4
20,2
27,2
62,1
50,3
69,4
76,4
7,4
175,5
12,2
4,1
47,1
146,5
21,2
51,3
70,4
127,2
56,4
19,2
50,1
21,1
90,3
24,2
199,8
42,2
200,6
16,1
5,2
33,3
187,7
29,1
18,1
44,1
132,5
59,1
117,6
40,2
235,11
30,1
47,4
19,1
80,2
15,1
37,2
85,3
28,2
147,6
75,3
73,3
68,2
91,5
181,6
150,3
36,2
62,2
54,1
21,2
57,1
44,1
43,1
87,3
117,5
50,3
66,1
130,3
25,2
75,4
19,1
43,1
19,1
16,1
20,1
78,2
121,6
83,5
30,2
78,2
92,3
23,3
32,1
47,1
27,1
33,1
39,1
79,4
93,8
16,1
19,2
72,6
37,2
61,1
17,1
22,1
19,2
215,7
15,1
29,1
19,1
26,1
69,2
20,2
48,1
23,2
24,1
40,1
16,1
26,1
44,1
48,1
52,3
46,1
62,2
19,1
59,4
20,2
119,2
55,2
44,2
132,4
189,5
46,3
30,2
54,2
25,2
99,3
16,1
60,2
82,7
107,5
227,10
139,3
115,3
78,1
105,6
65,3
55,1
142,7
12,2
81,6
79,4
13,1
265,8
52,1
35,2
85,4
28,1
33,2
150,7
84,3
72,6
59,3
27,1
83,5
67,1
17,1
134,7
26,2
46,1
36,3
19,2
110,6
103,4
26,1
32,2
30,2
21,1
50,2
77,3
78,1
71,2
77,2
77,2
33,2
47,1
102,3
54,2
64,1
49,1
71,1
20,2
28,2
79,2
77,3
64,3
45,2
56,2
166,3
43,1
81,3
281,10
48,1
19,1
-1,2
114,4
67,4
33,2
47,3
57,1
216,7
161,4
16,1
43,2
93,4
34,2
205,6
76,3
36,1
138,8
172,7
242,6
50,2
33,1
18,1
70,2
40,1
87,3
22,1
175,5
76,3
89,2
190,5
118,3
17,1
215,13
20,2
183,5
99,4
21,2
26,1
70,1
49,2
83,3
18,1
30,1
46,2
64,3
109,4
2,1
33,1
86,4
95,3
26,1
38,1
24,4
11,1
110,6
35,5
77,6
37,1
72,3
79,4
148,3
57,2
74,4
67,3
22,1
267,8
170,4
64,4
33,2
29,1
40,1
111,8
169,3
18,1
241,7
54,2
93,3
20,2
133,4
8,1
190,8
42,1
32,1
56,4
129,5
11,2
71,3
15,1
32,1
61,4
95,4
50,3
40,2
146,4
134,3
114,2
76,2
34,1
63,2
27,2
23,2
23,1
63,3
113,6
100,2
16,2
43,2
17,1
108,4
38,2
132,7
19,2
9,2
20,1
84,3
69,8
110,3
93,2
19,1
172,7
43,1
31,1
88,7
179,6
17,1
52,2
58,2
85,8
45,2
80,3
71,1
42,1
59,5
21,1
78,2
65,4
18,1
52,3
60,2
26,1
57,4
49,1
35,2
32,2
20,2
22,2
20,1
123,3
50,2
20,2
29,1
2,2
18,1
65,1
47,1
54,1
67,1
24,1
45,1
30,1
43,2
64,3
45,2
42,1
45,4
36,3
51,3
23,2
30,2
49,4
139,6
28,2
46,1
45,2
71,2
44,1
24,1
91,3
77,3
-1,1
113,8
50,2
134,6
8,2
33,3
28,1
63,3
33,2
158,5
43,1
60,1
28,1
50,1
295,15
18,2
81,2
74,3
67,2
80,5
175,6
142,10
225,9
-1,1
64,2
66,4
37,1
172,11
24,2
101,3
97,6
68,2
148,8
18,2
27,2
99,4
30,1
53,1
287,7
95,4
24,1
44,2
77,3
147,3
75,2
52,4
46,2
-1,1
143,3
35,1
32,1
78,4
225,10
18,1
102,4
18,2
77,2
50,3
131,5
158,6
38,2
62,2
60,3
30,1
22,2
140,3
34,2
50,4
31,1
38,2
128,4
49,2
40,2
303,7
-1,1
17,2
39,3
171,4
34,1
65,1
120,4
33,1
42,1
110,8
76,3
32,1
77,2
123,6
63,4
68,2
19,2
40,1
76,3
259,7
46,1
42,1
151,6
92,3
72,2
63,2
56,2
44,1
17,1
0,4
103,3
81,3
31,1
38,1
34,2
15,2
246,13
48,1
104,2
49,1
47,3
85,4
45,1
6,1
30,2
63,1
64,6
221,5
12,2
150,8
155,6
79,1
34,2
114,5
140,7
46,3
13,2
121,8
12,2
37,2
113,5
58,3
154,4
60,3
175,6
6,1
52,2
109,4
10,1
313,11
22,1
72,1
33,2
213,7
27,2
75,1
72,5
46,1
102,3
81,3
29,1
200,9
38,3
82,3
38,3
65,4
87,5
6,2
39,2
11,1
90,3
3,2
5,1
80,2
35,1
89,3
163,11
86,2
19,1
107,3
84,9
91,6
66,5
38,1
9,2
229,8
47,1
19,1
16,1
20,1
105,4
51,2
103,5
47,2
61,1
54,1
82,4
53,1
114,3
40,4
43,1
28,2
66,1
50,2
78,3
87,5
62,3
34,1
33,1
94,3
79,2
17,1
109,4
24,1
44,1
71,2
53,1
21,1
38,2
28,1
30,2
20,4
85,5
47,3
61,3
88,5
61,4
16,1
38,3
77,3
35,2
43,3
17,1
223,11
17,1
19,2
47,3
18,1
-1,2
17,1
45,1
63,2
24,1
45,2
100,5
78,4
74,4
23,1
57,2
18,1
72,4
28,2
31,1
29,1
27,1
206,6
51,2
27,2
20,1
43,2
52,2
-1,1
41,2
40,1
37,1
57,2
43,1
48,1
85,2
188,4
93,3
107,3
63,3
60,2
143,7
33,1
100,3
38,1
131,4
35,1
117,3
47,1
23,2
110,5
93,2
68,4
65,6
146,5
34,2
91,2
146,6
104,3
159,5
118,4
70,3
235,8
29,2
10,1
173,12
20,2
160,7
101,2
53,2
63,3
14,1
141,11
272,18
6,1
5,2
157,6
51,4
33,1
17,1
49,2
-1,1
52,3
17,1
43,2
15,1
181,7
65,4
160,3
72,4
26,2
22,1
32,1
196,7
120,2
69,1
19,1
42,1
32,1
74,3
79,1
145,5
32,2
57,1
89,3
70,4
18,2
53,1
267,8
87,3
-1,2
102,4
244,7
39,2
114,3
116,6
156,7
2,2
21,1
52,1
56,1
51,1
57,1
112,5
45,3
43,1
38,1
314,9
51,2
70,3
74,5
25,1
68,2
100,4
32,2
35,1
182,4
-1,2
62,2
18,1
281,11
17,1
18,1
18,2
95,4
150,7
65,2
76,2
20,1
80,2
190,8
103,4
61,1
128,4
140,6
20,2
26,2
22,1
101,2
205,7
48,4
82,2
150,5
34,2
24,2
17,1
140,4
157,4
121,7
75,7
67,1
84,4
12,1
45,1
108,7
53,5
17,1
13,2
135,2
76,3
22,2
64,3
230,9
35,1
31,1
5,1
70,2
25,2
84,4
30,2
15,2
159,6
73,4
79,2
31,1
43,1
293,9
51,4
35,1
143,6
30,2
51,3
200,9
20,1
45,3
35,2
299,8
106,5
29,1
39,1
10,2
65,2
74,6
27,1
10,2
40,2
38,3
73,1
457,10
59,1
28,2
28,3
77,1
85,3
51,1
25,1
39,1
54,1
20,1
24,2
72,3
19,1
47,6
105,3
15,1
140,2
63,3
47,2
40,1
45,2
65,3
54,2
53,1
42,1
103,4
40,3
55,1
64,2
80,3
17,2
89,5
63,5
29,2
131,8
97,5
37,3
46,1
34,1
48,1
69,1
69,3
45,2
43,1
28,1
19,2
56,2
77,2
22,1
34,1
31,1
17,2
51,2
21,1
22,2
48,1
29,1
47,1
55,2
20,1
25,1
19,1
39,1
19,1
46,2
18,2
24,1
32,2
29,2
21,1
35,2
34,1
74,3
22,2
27,2
48,1
-1,1
38,1
24,1
26,1
76,1
18,2
60,1
72,2
66,3
93,2
46,1
48,2
-1,1
75,3
54,3
39,1
40,2
88,6
115,4
161,6
74,4
34,1
54,3
28,1
236,7
167,7
210,5
28,2
16,1
20,3
113,6
46,2
20,3
293,10
88,3
117,6
18,1
35,4
118,4
114,3
85,6
50,2
228,6
145,5
20,2
181,9
55,2
46,1
152,8
26,2
16,1
38,4
107,2
19,2
20,1
131,5
31,2
65,2
46,1
123,3
16,1
-1,1
85,3
59,1
50,2
44,1
85,2
78,2
26,2
57,1
22,3
19,1
20,2
73,2
118,3
44,2
23,1
98,3
95,4
37,2
97,5
43,3
79,2
75,2
84,4
16,1
90,4
65,4
133,6
80,1
32,2
88,2
74,8
188,10
72,3
120,5
67,1
18,1
87,2
76,4
247,11
174,10
23,1
137,4
199,5
63,1
174,5
-1,1
59,4
23,1
79,1
234,8
61,2
60,1
77,2
185,4
34,2
181,5
149,3
44,1
24,2
165,7
46,1
203,5
53,4
56,2
20,1
103,7
25,2
36,3
51,3
124,4
226,7
82,1
142,6
153,6
71,3
124,6
12,1
91,2
5,1
217,11
152,8
19,1
77,3
48,4
-1,1
159,10
90,4
230,10
37,2
137,4
187,10
22,2
34,2
60,1
496,23
39,1
46,2
159,4
339,12
153,5
15,1
78,2
28,1
70,2
185,6
45,2
117,9
41,1
185,8
80,3
20,1
171,7
102,4
39,2
85,5
45,1
64,2
97,3
77,3
40,1
48,2
105,6
38,2
93,4
59,1
33,1
42,3
64,2
49,2
28,1
24,1
104,6
20,2
38,2
26,1
134,6
10,1
67,4
43,4
35,1
31,2
29,1
131,5
181,6
40,1
24,1
36,1
15,1
25,1
47,2
158,5
57,2
171,9
9,2
36,2
75,2
43,2
45,1
74,4
50,2
37,1
120,5
35,1
122,7
98,4
147,10
19,2
19,2
32,1
142,7
55,2
86,3
52,3
10,1
72,1
23,1
18,2
38,1
30,2
59,2
47,3
150,10
36,2
19,1
89,2
47,2
247,10
110,10
134,8
73,6
16,1
229,9
224,6
46,3
59,3
239,8
16,1
21,1
92,4
34,1
20,1
29,2
41,1
21,2
62,2
48,2
-1,1
164,7
26,1
38,2
92,2
89,6
25,1
-1,2
17,1
67,1
43,4
105,3
20,2
126,3
58,3
18,1
22,1
30,2
52,2
69,2
30,2
23,2
79,3
18,1
20,2
40,3
19,1
18,1
34,1
42,1
92,4
64,2
50,1
19,2
64,2
78,5
19,1
17,1
24,2
30,1
16,1
19,2
18,2
29,1
85,3
40,3
40,2
30,1
28,2
99,5
22,2
28,1
46,2
130,4
21,1
21,1
23,1
25,1
54,3
76,2
38,2
187,6
49,1
44,2
48,1
130,3
150,4
34,4
86,2
22,2
47,2
68,3
-1,1
91,3
33,1
28,1
29,1
21,1
-2,2
234,8
-1,2
78,2
40,1
5,2
23,1
152,6
81,3
76,1
80,4
118,3
76,5
86,4
63,2
45,1
76,2
30,2
65,2
33,2
31,1
97,6
115,4
17,3
50,1
20,2
43,1
53,1
36,2
128,4
77,2
37,1
83,2
80,4
81,4
23,2
78,3
17,2
46,2
48,1
82,4
69,2
86,2
14,1
101,3
31,2
19,1
31,1
155,7
69,1
107,3
79,1
37,1
31,1
31,1
105,3
69,2
17,1
326,11
353,13
-1,1
32,2
59,1
32,1
46,2
81,2
90,4
36,1
88,4
203,4
17,1
54,1
16,1
251,6
32,1
31,3
64,2
-1,2
194,7
84,3
20,2
88,4
29,2
69,3
55,5
21,2
83,4
41,1
62,2
108,4
57,3
21,2
94,7
49,1
184,7
106,7
152,3
4,2
2,1
19,1
153,4
93,5
51,1
79,3
11,1
185,3
11,2
97,2
79,5
28,4
29,2
39,2
24,1
80,2
109,5
26,1
11,1
304,11
309,9
87,3
72,4
60,1
114,7
165,7
31,4
58,2
68,6
27,3
204,6
90,2
141,5
175,13
94,4
20,1
45,1
19,2
64,4
65,1
298,9
21,1
107,7
63,2
161,5
12,1
95,5
15,1
31,1
33,3
28,3
25,2
81,2
45,2
66,3
52,1
37,1
105,6
41,4
25,1
13,2
18,2
55,1
43,4
70,4
40,2
39,1
52,2
44,2
18,1
53,2
39,2
67,1
27,2
31,1
63,2
120,5
24,2
41,2
19,1
345,12
44,2
19,1
16,1
20,2
64,5
73,1
17,1
47,2
53,6
178,7
49,2
69,2
20,1
41,1
42,3
43,4
58,3
20,1
21,1
15,2
29,1
40,2
23,1
19,2
63,2
20,2
21,2
20,1
66,2
52,3
81,4
47,2
57,3
39,1
17,1
48,2
39,1
93,3
24,1
86,2
60,2
39,2
42,2
30,1
14,1
27,1
-1,1
53,4
36,2
43,3
20,1
21,2
116,4
73,4
54,3
76,2
24,2
42,1
26,1
40,2
68,2
59,2
56,3
20,1
122,5
32,1
22,2
46,2
20,1
83,5
31,1
22,1
25,1
94,5
19,1
23,1
97,4
54,1
49,2
59,1
24,1
32,1
18,2
78,3
27,1
18,1
65,1
20,1
28,1
26,1
45,1
40,1
96,3
30,2
28,1
29,2
28,1
34,2
52,1
84,2
36,1
86,2
27,3
